currency pair id,last trade price,lowest ask,highest bid,percent change in last 24 hours,base currency volume in last 24 hours,quote currency volume in last 24 hours,is frozen,highest trade price in last 24 hours,lowest trade price in last 24 hours,post only,maintenance mode,timestamp
121,35996.62084174,35986.27660627,35976.28447153,0.04908234,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409293.424272
121,35996.62084174,35984.71862317,35978.08353556,0.04908234,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409294.1350045
149,2427.37909858,2426.33710010,2425.23487535,0.07931622,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409294.1354487
121,35996.62084174,35982.91955312,35979.88261561,0.04908234,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409294.934056
149,2427.37909858,2426.33710010,2425.23488536,0.07931622,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409295.024679
149,2427.37909858,2426.33710010,2425.23490537,0.07931622,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409295.732024
149,2427.37909858,2426.33710010,2425.23491538,0.07931622,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409296.4331102
121,35996.62084174,35982.91955311,35979.88261561,0.04908234,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409297.2266638
149,2426.33710010,2426.33710010,2425.35619467,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409297.2271879
149,2426.33710010,2426.33710010,2425.47749701,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409297.7283013
149,2426.33710010,2426.33710010,2425.59879238,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409298.3470988
149,2426.33710010,2427.56716246,2425.72009079,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409299.047221
121,35982.91955311,35982.91955311,35979.88261561,0.04868303,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409299.747209
149,2426.33710010,2427.44583026,2425.72010079,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409299.8507142
121,35982.91955311,35984.71862317,35979.88261561,0.04868303,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409300.4521956
149,2426.33710010,2427.32450111,2425.84142690,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409300.4524796
121,35982.91955311,35982.91955310,35979.88261561,0.04868303,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409301.139314
149,2426.33710010,2427.32450111,2425.84143691,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409301.1396282
121,35982.91955311,35982.91955310,35979.88262561,0.04868303,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409301.855276
149,2426.33710010,2427.32450111,2425.96276606,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409301.8554935
121,35982.91955311,35984.71862317,35982.91955309,0.04868303,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409302.5467174
149,2426.33710010,2427.32450111,2426.08410825,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409302.547099
121,35982.91955311,35984.71862316,35982.91955309,0.04868303,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409303.151979
149,2426.33710010,2427.32450111,2426.20543348,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409303.1522706
121,35982.91955311,35993.93375675,35984.71862315,0.04868303,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409303.870015
149,2426.33710010,2427.25328759,2426.32678173,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409303.870499
121,35984.71862315,35992.02554040,35984.71862315,0.04873546,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409304.548411
149,2426.33710010,2427.25328759,2426.32677174,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409304.5487711
121,35984.71862315,35990.22611180,35984.71862315,0.04873546,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409305.2551181
149,2426.33710010,2427.25328759,2426.32677173,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409305.255539
149,2426.33710010,2426.88959392,2426.32677173,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409305.9504342
149,2426.33710010,2427.32450111,2426.44811214,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409306.662108
149,2426.33710010,2427.32450111,2426.56946645,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409307.2414563
149,2426.33710010,2427.27250514,2426.56946645,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409308.661618
121,35984.71862315,35992.02554040,35984.71862316,0.04873546,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409309.9702065
149,2426.33710010,2427.96356906,2426.56946645,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409309.970531
121,35984.71862315,36000.96849631,35986.51805176,0.04873546,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409310.787203
149,2426.33710010,2427.84220574,2426.69084265,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409310.7875185
121,35984.71862315,36000.96850631,35988.31773893,0.04873546,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409311.5713155
149,2426.33710010,2427.84220574,2426.81220598,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409311.5717309
121,35984.71862315,36000.96850631,35990.11747108,0.04873546,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409312.285846
149,2426.33710010,2427.84220574,2426.93357234,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409312.2861195
121,35990.11747108,36000.96850631,35991.91724824,0.04889281,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409312.9740703
149,2426.33710010,2427.84220574,2427.05494174,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409312.9744449
121,36000.96850631,36006.70000000,35996.48374345,0.04920905,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409313.7945986
149,2426.33710010,2429.61162942,2427.17631418,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409313.8949683
121,36000.96850631,36006.70000000,35996.48375346,0.04920905,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409314.6879103
149,2426.33710010,2428.35635437,2427.29771251,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409314.6882968
121,36006.70000000,36006.70000000,35998.95953495,0.04937609,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409315.5835364
149,2426.33710010,2428.35635437,2427.41910387,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409315.5838804
121,36006.70000000,36006.70000000,36006.69999999,0.04937609,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409316.5003028
149,2426.33710010,2428.35635437,2427.66188569,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409316.500647
121,36006.70000000,36006.70000000,36006.13242696,0.04937609,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409317.3740492
149,2426.33710010,2428.26689239,2426.99128484,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409317.374394
121,36006.70000000,36006.70000000,35993.71722368,0.04937609,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409318.1906002
149,2426.33710010,2427.72683570,2427.11265279,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409318.1909876
121,36006.70000000,36006.70000000,35995.51724412,0.04937609,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409318.9151938
149,2426.33710010,2427.57240595,2427.11265280,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409318.9155142
121,36006.70000000,36006.70000000,35997.31730955,0.04937609,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409319.586707
149,2426.33710010,2427.57240595,2427.23401993,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409319.587039
121,36006.70000000,36006.70000000,35999.11740998,0.04937609,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409320.2869349
149,2426.33710010,2427.57240595,2426.73217356,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409320.2871542
121,36006.70000000,36006.70000000,35999.11741998,0.04937609,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409321.0866535
149,2426.33710010,2427.23814650,2426.85353118,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409321.0870397
121,36006.70000000,36006.70000000,36000.91756541,0.04937609,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409321.8092859
149,2426.33710010,2427.64440249,2426.97488347,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409321.8094816
149,2426.33710010,2427.64440249,2427.09625895,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409322.5107079
149,2426.33710010,2427.64440249,2427.09626895,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409323.2149477
149,2426.33710010,2427.72683570,2427.21763747,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409323.9171238
121,36006.70000000,36006.69999999,36000.91756541,0.04937609,32520368.59412784,922.03605826,0,36469.61260000,33400.00000000,0,0,1622409324.5151937
149,2426.33710010,2427.72683570,2427.21764747,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409325.322196
149,2426.33710010,2427.72683570,2427.33901109,0.07886710,20040457.81233055,8535.25206208,0,2475.03247464,2180.81000000,0,0,1622409326.006752
121,36006.70000000,36006.69999000,36000.91756541,0.04937609,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409326.8167806
149,2426.33710010,2427.72683570,2427.46039774,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409326.8171062
121,36006.70000000,36003.79224452,36000.91756541,0.04937609,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409327.513119
149,2426.33710010,2427.72683570,2427.58178742,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409328.820936
149,2426.33710010,2429.40830931,2427.58178742,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409329.411193
149,2426.33710010,2429.33905229,2427.58179742,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409330.1336963
121,36006.70000000,36006.70000000,36000.91756541,0.04937609,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409330.7491958
149,2426.33710010,2429.09620928,2427.58179742,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409330.8386974
149,2426.33710010,2428.97479232,2427.58179742,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409331.4456377
149,2426.33710010,2428.85337839,2427.58178742,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409332.1347713
121,36006.70000000,36006.70000000,36002.71776585,0.04937609,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409332.8323193
149,2426.33710010,2428.53518420,2427.58178742,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409332.8326833
121,36006.70000000,36006.70000000,36004.51801129,0.04937609,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409334.1380265
149,2426.33710010,2428.53518420,2427.70320034,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409334.8369963
149,2426.33710010,2428.53518420,2427.70321034,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409335.543086
149,2426.33710010,2428.53518420,2427.70321035,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409336.2476077
121,36006.70000000,36006.70000000,36004.51802129,0.04937609,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409336.9642699
149,2426.33710010,2428.53518420,2427.82461631,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409336.964414
121,36006.70000000,36006.70000000,36006.31831174,0.04937609,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409337.5376132
149,2426.33710010,2428.61055966,2427.82462631,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409337.6494837
121,36006.70000000,36006.70000000,36006.69999999,0.04937609,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409338.2523282
149,2426.33710010,2428.61055966,2427.82463632,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409338.252481
149,2426.33710010,2428.61055966,2427.94604720,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409338.9498222
149,2426.33710010,2428.61054966,2427.94604720,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409340.8675456
149,2426.33710010,2428.48913575,2427.94604720,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409341.4977427
149,2426.33710010,2428.48913575,2427.37198430,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409342.0589519
149,2426.33710010,2428.48913575,2427.49338083,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409343.3638554
149,2426.33710010,2428.48913575,2427.49339083,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409343.9567297
149,2426.33710010,2428.48913575,2427.61479039,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409344.674056
149,2426.33710010,2428.48913575,2427.73619300,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409347.1682582
149,2426.33710010,2428.48913575,2427.85759864,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409347.8757143
149,2426.33710010,2428.48913575,2427.85760865,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409348.4646664
149,2426.33710010,2428.48913575,2427.85760864,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409349.169598
149,2426.33710010,2428.48913575,2427.97901731,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409349.7739675
149,2426.33710010,2428.48913575,2427.97902731,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409353.6748724
149,2426.33710010,2428.48913575,2427.97901731,0.07886710,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409354.3822577
149,2428.10043901,2428.48913575,2428.10043901,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409356.3033535
149,2428.10043901,2428.48913575,2428.22186375,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409358.2824128
149,2428.10043901,2428.48913575,2428.10043901,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409358.983062
149,2428.10043901,2428.48913575,2428.22186375,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409360.7929
149,2428.10043901,2429.10753001,2428.34330451,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409362.7157347
149,2428.10043901,2430.63916645,2428.34331451,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409363.4011667
149,2428.10043901,2430.51768884,2428.46479213,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409368.918139
149,2428.10043901,2430.51768883,2428.58626670,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409368.9217765
149,2428.10043901,2430.39621123,2428.69624514,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409368.924993
149,2428.10043901,2430.39621123,2428.70776127,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409369.3153832
149,2428.10043901,2430.39621123,2428.70777128,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409369.3185797
149,2428.10043901,2430.39621123,2428.82924889,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409369.507558
149,2428.10043901,2430.39621123,2429.07221321,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409369.7037983
149,2428.10043901,2430.39621123,2429.19369994,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409369.7071686
121,36006.70000000,36019.16632744,36006.70000999,0.04881717,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409369.8991935
149,2428.10043901,2430.39621123,2429.31518970,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409369.8995903
121,36006.70000000,36019.16632744,36008.50066665,0.04881717,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409370.4064686
149,2428.10043901,2430.39621123,2429.55817831,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409370.4068723
121,36006.70000000,36019.16632744,36011.96239635,0.04881717,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409371.0983462
149,2428.10043901,2430.39621123,2429.67967718,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409371.0988255
121,36006.70000000,36019.16632744,36012.10209503,0.04881717,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409371.907601
149,2428.10043901,2430.39621123,2429.80117909,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409371.9078941
121,36006.70000000,36019.16632744,36013.90288674,0.04881717,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409372.6031182
149,2428.10043901,2430.39621123,2429.92269402,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409372.6036744
121,36006.70000000,36019.16632744,36015.70372347,0.04881717,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409373.30697
149,2428.10043901,2430.39621123,2430.04421199,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409373.3071048
121,36006.70000000,36019.16632744,36017.50459522,0.04881717,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409374.005402
149,2428.10043901,2430.39621123,2430.16573300,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409374.0058382
149,2428.10043901,2430.81606593,2430.28727058,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409374.7108133
149,2428.10043901,2430.81606289,2430.40881816,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409375.415807
149,2428.10043901,2430.81606289,2430.53034878,0.07771445,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409376.1161418
149,2430.81606289,2430.93759655,2430.53035878,0.07832466,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409378.013134
149,2430.93759655,2432.16939031,2430.65189244,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409378.7162921
149,2430.93759655,2432.04781978,2430.65190245,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409379.4137633
149,2430.93759655,2432.04781978,2430.65191245,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409380.024654
149,2430.93759655,2431.21026938,2430.32111195,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409380.6217804
149,2430.93759655,2430.96316809,2430.32111195,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409381.3203945
149,2430.93759655,2430.96316809,2430.44265406,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409382.0399652
149,2430.93759655,2430.70108157,2430.44265406,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409384.6455142
149,2430.93759655,2430.43658890,2429.53746517,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409385.3452284
149,2430.93759655,2430.43658890,2429.65897809,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409386.0393019
149,2430.93759655,2430.57955298,2429.90198949,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409386.6677222
121,36006.70000000,36037.19053410,36019.30565629,0.04881717,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409387.3481076
149,2430.93759655,2432.16940906,2429.90198950,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409387.3484569
121,36006.70000000,36043.18018954,36021.10706871,0.04881717,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409388.0583162
149,2430.93759655,2432.04785727,2429.90199951,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409388.1609178
121,36022.90867589,36041.37857236,36022.90867589,0.04912944,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409388.9714112
149,2430.93759655,2431.80476280,2429.90201952,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409388.971768
121,36022.90867589,36039.57695519,36024.71024803,0.04912944,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409389.6557426
149,2430.93759655,2430.79987955,2429.90202953,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409389.656086
121,36022.90867589,36037.77533800,36024.71024803,0.04912944,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409390.4568338
149,2430.93759655,2430.36922223,2430.02355708,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409390.4572196
121,36022.90867589,36035.97377587,36024.71024803,0.04912944,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409391.1552827
149,2430.93759655,2430.36922223,2430.14507690,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409391.260885
121,36022.90867589,36035.97377586,36024.71024803,0.04912944,32521585.11731439,922.06948765,0,36469.61260000,33400.00000000,0,0,1622409391.9524195
149,2430.93759655,2430.67836200,2430.26658976,0.07837857,20044960.54019734,8536.82501524,0,2475.03247464,2180.81000000,0,0,1622409391.952826
121,36022.90867589,36035.97376587,36024.71024803,0.04912944,32521275.18840841,922.06010688,0,36469.61260000,33400.00000000,0,0,1622409392.7513604
149,2430.93759655,2430.67836200,2430.26659976,0.07837857,20040348.02654782,8534.33348262,0,2475.03247464,2180.81000000,0,0,1622409392.751764
121,36022.90867589,36034.98017043,36024.71024803,0.04912944,32521275.18840841,922.06010688,0,36469.61260000,33400.00000000,0,0,1622409393.457939
149,2430.93759655,2430.67836200,2430.38812338,0.07837857,20040348.02654782,8534.33348262,0,2475.03247464,2180.81000000,0,0,1622409393.4583483
121,36022.90867589,36034.98017042,36024.71024803,0.04912944,32521275.18840841,922.06010688,0,36469.61260000,33400.00000000,0,0,1622409394.1672573
121,36022.90867589,36034.95567347,36024.71024803,0.04912944,32521275.18840841,922.06010688,0,36469.61260000,33400.00000000,0,0,1622409395.4668398
